,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
22493,1473417441942_N01,news,yahoo股市,重大要聞,2016/9/9 18:11:00,憂Note 7爆炸 華航復興機上禁用,中央社,（中央社記者陳葦庭台北2016年9月9日電）南韓三星手機Note 7發生爆炸意外，美國聯邦航空總署（FAA）昨發聲明「強烈建議」旅客勿在飛機上使用，也不得託運，華航和復興今天宣布跟進。<BR>南韓三星Note 7手機全球傳出35起以上自燃或爆炸案例，美國聯邦航空總署（FAA）昨發聲明「強烈建議」旅客勿在飛機上開機使用Note 7手機，且也不得放在託運行李中。<BR>民航局今天表示，已經轉達台灣國籍航空，而華航和復興2家公司今天下午也分別宣布，為維護飛航安全，旅客若持有三星Galaxy Note 7產品，需隨身攜帶且禁止託運，航程中禁止開啟電源及充電。,https://tw.stock.yahoo.com/news_content/url/d/a/20160909/%E6%86%82note-7%E7%88%86%E7%82%B8-%E8%8F%AF%E8%88%AA%E5%BE%A9%E8%88%88%E6%A9%9F%E4%B8%8A%E7%A6%81%E7%94%A8-101120201.html
24273,1475391950071_N01,news,yahoo股市,重大要聞,2016/10/2 14:44:00,機尾碰觸地面 華航檢討並配合調查,中央社,（中央社記者卞金峰桃園機場2016年10月2日電）華航編號CI704馬尼拉飛桃園航班，昨晚降落時疑機尾碰觸地面重飛，華航董事長何煖軒說配合調查、深加檢討，飛安不容打折扣。<BR>華航CI704由馬尼拉飛至桃園機場的班機，1日晚間7時34分在05L（北）跑道降落時，疑似機尾碰觸跑道，飛機立即重飛，並於晚間8時安全降落05R（南）跑道。<BR>華航今天指出，航機現正進行全面檢測，將依原廠指示修復，華航也將以最嚴謹的態度，配合主管機關及飛安會相關調查。<BR>何煖軒也表示，華航將「配合調查、嚴肅面對、深加檢討，飛安絕不容打折扣」。,https://tw.stock.yahoo.com/news_content/url/d/a/20161002/%E6%A9%9F%E5%B0%BE%E7%A2%B0%E8%A7%B8%E5%9C%B0%E9%9D%A2-%E8%8F%AF%E8%88%AA%E6%AA%A2%E8%A8%8E%E4%B8%A6%E9%85%8D%E5%90%88%E8%AA%BF%E6%9F%A5-064445235.html
25502,1476600480766_N01,news,yahoo股市,重大要聞,2016/10/16 14:21:00,華航護信譽 對桃園空服員工會提告,中央社,（中央社記者韋樞台北2016年10月16日電）桃園市空服員工會14日到華航 (2610) 台北分公司抗議並丟擲上百顆雞蛋，造成華航聲譽及財產損失，華航除強烈譴責外，今天為維護全體員工及股東權益，將對工會行為提起民、刑事告訴。<BR>華航中午發布聲明，華航能有今天的規模，是1萬2000多名員工的努力，及無數前輩的心血，絕不能因為少數有心人士的私心及挑撥，影響全體員工的權益與公司的永續發展，迫不得已一定要採取法律行動，並維護華航長久以來累積的信譽與社會形象。<BR>華航強調，面對前所未有的屈辱與不實指控，再次重申6月24日與桃市空服員工會的協商，華航已經善盡最大努力，已大幅提升員工福利，7項協議中6項已達成，另一項雙向互評雙方正討論中，為大眾所共鑑，桃園市空服員職業工會砸蛋汙辱控訴誠信，完全與事實不符。,https://tw.stock.yahoo.com/news_content/url/d/a/20161016/%E8%8F%AF%E8%88%AA%E8%AD%B7%E4%BF%A1%E8%AD%BD-%E5%B0%8D%E6%A1%83%E5%9C%92%E7%A9%BA%E6%9C%8D%E5%93%A1%E5%B7%A5%E6%9C%83%E6%8F%90%E5%91%8A-062116514.html
29093,1479786017685_N01,news,yahoo股市,重大要聞,2016/11/22 11:22:00,焦點股：興航今突停飛，外界估長榮航、華航可望受惠，激勵股價走揚,財訊快報,興航(6702)今(22)日突然停飛，為顧及消費者，外傳民航局協調其他航空公司支援，儘管興航尚未公布是僅今日停飛或是未來全面停飛，不過市場預期興航再次衝擊消費者信心，華航(2610)及長榮航(2618)未來有機會因此而接收更多客源，激勵華航及長榮航今日盤中股價走揚，其中華航盤中股價一度達9.49元，漲幅為2.3%，長榮航股價一度達15.85元，盤中漲幅3.9%。<BR> 興航目前國際兩岸合計有21航點、國內有6航點；若未來興航決定停飛，國際線線方面有華航及長榮航可接手釋出的航點；至於國內線華航旗下有華信航空，長榮航旗下有立榮航空，也可接手興航的國內航點，都有利兩家航空公司未來營業額的增加。<BR> 由於復興航空現在兩岸線包含上海、廈門、福州等3條航線未來是否會釋出航權？若航線釋放出來，華航集團以及長榮航集團都將有機會受惠。至於國際線興航有東京、大阪、札幌、函館、仙台、旭川、濟州、清邁等航權，未來航權會怎麼分配，華航及長榮航也都持續關注。<BR> 至於掛牌的3家航空公司，長榮航前三季每股盈餘(EPS)1.15元，華航前三季每股盈餘0.33元，興航前三季每股虧損3.42元；由於興航在兩次空難事件後衝擊消費者信心，加上兩岸在陸客減少衝擊下，興航持續虧損，為免虧損持續擴大，外界預期興航只好臨時喊卡止血；至於僅短暫停飛一日或是未來全面停飛？仍需等今日下午記者會宣布。,https://tw.stock.yahoo.com/news_content/url/d/a/20161122/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%88%88%E8%88%AA%E4%BB%8A%E7%AA%81%E5%81%9C%E9%A3%9B-%E5%A4%96%E7%95%8C%E4%BC%B0%E9%95%B7%E6%A6%AE%E8%88%AA-%E8%8F%AF%E8%88%AA%E5%8F%AF%E6%9C%9B%E5%8F%97%E6%83%A0-%E6%BF%80%E5%8B%B5%E8%82%A1%E5%83%B9%E8%B5%B0%E6%8F%9A-032252984.html
29322,1479956456910_N01,news,yahoo股市,重大要聞,2016/11/24 10:22:00,焦點股：華航接手興航主要航線，股價重返10元關卡，長榮航股價也走揚,財訊快報,興航(6702)宣布解散，華航(2610)集團董事長何煖軒情義相挺，並配合政府政策接手興航大部分航線，而長榮航(2618)也協助金門至澎湖以包機方式協助，激勵華航及長榮航盤中股價飛揚，其中華航盤中股價重返10元關卡，成交量也較昨日的1.17萬張增加至盤中逾4.4萬張。<BR> 華航及旗下子公司華信昨(23)日公告，因應興航宣布解散，交通部以《民航法》第59、60條規定，請華航及華信自12月1日起，除金門飛澎湖的航線外，接手復興航空包括國際線和國內的花東、離島等航線，以短期內解決大眾輸運問題，保障旅客權益。<BR> 而華航昨日也獲頒「2016 TCSA台灣企業永續獎」兩項大獎，分別為「台灣Top 50企業永續報告獎運輸業金獎 (第一名)」及「氣候領袖獎」，華航連續三年獲獎，企業永續作為獲肯定。,https://tw.stock.yahoo.com/news_content/url/d/a/20161124/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA%E6%8E%A5%E6%89%8B%E8%88%88%E8%88%AA%E4%B8%BB%E8%A6%81%E8%88%AA%E7%B7%9A-%E8%82%A1%E5%83%B9%E9%87%8D%E8%BF%9410%E5%85%83%E9%97%9C%E5%8D%A1-%E9%95%B7%E6%A6%AE%E8%88%AA%E8%82%A1%E5%83%B9%E4%B9%9F%E8%B5%B0%E6%8F%9A-022211430.html
29335,1479960043170_N01,news,yahoo股市,重大要聞,2016/11/24 11:18:00,焦點股：興航退出市場，華航(2610)可望接收客源,財訊快報,台灣航空三雄之一的復興航空(6702)傳出停飛並決定解散公司，身為台灣航空龍頭華航(2610)已經受到政府指示承接復興的國內航線，未來也將重新分配到部分的國際航線，並有機會逐步接收原有復興航空客源，尤其是在台北、台中直飛上海的黃金航線，未來台灣飛中國的航線幾乎由華航跟長榮集團瓜分，在供給變少之下，不管是票價還是載客率都有機會提高，對於營運將可有正面的影響。<BR> 技術面上，競爭者退出市場利多消息，股價應聲大漲數日，不過股價已經來到年線壓力附近，震盪將加劇。,https://tw.stock.yahoo.com/news_content/url/d/a/20161124/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%88%88%E8%88%AA%E9%80%80%E5%87%BA%E5%B8%82%E5%A0%B4-%E8%8F%AF%E8%88%AA-2610-%E5%8F%AF%E6%9C%9B%E6%8E%A5%E6%94%B6%E5%AE%A2%E6%BA%90-031809484.html
29472,1480049155234_N01,news,yahoo股市,重大要聞,2016/11/25 11:58:00,華航華信接興航航線到106年2/15,中央社,（中央社記者邱俊欽桃園機場2016年11月25日電）交通部次長王國材今天表示，目前中華航空股份有限公司、華信航空股份有限公司會接手所有復興航空運輸股份有限公司航線到明年2月15日。<BR>他說，這段時間交通部民用航空局會依「航權分配綱要」，評比各航空公司安全、以往航權分配等記錄，會到「2月15日同步接軌」。<BR>機場捷運通車在即，桃園大眾捷運股份有限公司上午舉行多重災害模擬演練，桃園市長鄭文燦、王國材等人應邀前往。<BR>王國材會後受訪被問到興航停航事件表示，雖然交通部這段時間受指責，但真正原因還是在興航「突襲式」解散，未向民航局通報。<BR>王國材表示，交通部上午也討論華航、華信短期對興航航線，包括行政程序與華航運能控制，一切都以克服問題態度在做。,https://tw.stock.yahoo.com/news_content/url/d/a/20161125/%E8%8F%AF%E8%88%AA%E8%8F%AF%E4%BF%A1%E6%8E%A5%E8%88%88%E8%88%AA%E8%88%AA%E7%B7%9A%E5%88%B0106%E5%B9%B42-15-035830994.html
29481,1480050056063_N01,news,yahoo股市,重大要聞,2016/11/25 11:25:00,焦點股：遠航建議華航、長榮航優先承接興航(6702)，興航股價今仍跌停,財訊快報,針對外傳遠東航空董事長張綱維表態考慮接手重整興航，遠航今(25)日召開記者會，張綱維建議華航(2610)、長榮航(2618)別只想要航權，應負起重整興航義務，如果華航、長榮航不願意接受重整，遠航再來考慮。而興航今(25)日股價持續跳空跌停開出，盤中持續鎖住3.8元的跌停價位，而跌停價位掛委賣張數也逾8.2萬張。<BR> 興航宣布解散，並未提出重整，而張綱維在今早記者會中表示，解散不是一條很好的路，保障工作權更重要。張綱維強調，自己是國內少數有重整航空公司經驗的人，但重整更應該找有航空背景的人，如果華航、長榮不願意接受重整興航，遠航再來考慮。,https://tw.stock.yahoo.com/news_content/url/d/a/20161125/%E7%84%A6%E9%BB%9E%E8%82%A1-%E9%81%A0%E8%88%AA%E5%BB%BA%E8%AD%B0%E8%8F%AF%E8%88%AA-%E9%95%B7%E6%A6%AE%E8%88%AA%E5%84%AA%E5%85%88%E6%89%BF%E6%8E%A5%E8%88%88%E8%88%AA-6702-%E8%88%88%E8%88%AA%E8%82%A1%E5%83%B9%E4%BB%8A%E4%BB%8D%E8%B7%8C%E5%81%9C-032556130.html
33851,1484032180869_N01,news,yahoo股市,重大要聞,2017/1/10 14:38:00,華航：公司與法國空中巴士公司簽署合作意向書,Moneydj理財網,證交所重大訊息公告<BR>(2610)華航-公告本公司與法國空中巴士公司(AIRBUS)簽署合作意向書<BR>1.事實發生日:106/01/10<BR>2.公司名稱:中華航空股份有限公司<BR>3.與公司關係(請輸入本公司或子公司):本公司<BR>4.相互持股比例:不適用<BR>5.發生緣由:與法國空中巴士公司(AIRBUS)簽署合作意向書。<BR>6.因應措施:透過空中巴士支援，華航將全面提升在臺灣的維修、工程、以及技術訓練能力。根據協議，未來華航與空中巴士將全面強化維修合作，範圍涵蓋華航旗下營運的所有空中巴士機型，並共同評估各種技術與商務解決方案。<BR>7.其他應敘明事項:無。,https://tw.stock.yahoo.com/news_content/url/d/a/20170110/%E8%8F%AF%E8%88%AA-%E5%85%AC%E5%8F%B8%E8%88%87%E6%B3%95%E5%9C%8B%E7%A9%BA%E4%B8%AD%E5%B7%B4%E5%A3%AB%E5%85%AC%E5%8F%B8%E7%B0%BD%E7%BD%B2%E5%90%88%E4%BD%9C%E6%84%8F%E5%90%91%E6%9B%B8-063836168.html
37084,1487210431961_N01,news,yahoo股市,重大要聞,2017/2/16 09:32:00,焦點股：華航營運看佳，轉投資虎航1月獲利3000萬元，激勵盤中股價走揚,財訊快報,中華航空(2610)董事長何煖軒表示，隨著新機A350陸續加入營運，加上航空大聯盟及小聯盟合作效益，以及轉投資的台灣虎航今年1月已出現獲利3000萬元，今年營運有信心較去年好，激勵華航今(16)日盤中股價走揚，盤中股價一度觸及10元關卡。<BR> 華航100%持股的台灣虎航，今年1月轉虧為盈，1月獲利3000萬元，是繼去年2月單月獲利後的首次獲利。虎航表示，目前油價雖然較去年高50%，不過，更換新經營團隊、刪除不獲利航線、增加日本航線，以及增加旅行社合作案下，1月載客率年增7%，除1月獲利外，希望第一季也能獲利。<BR> 何煖軒表示，在天合聯盟的國際「大聯盟」體系下，華航積極推動更細膩的小聯盟合作，包含與荷航、達美航空及日航合作，全面提升服務品質及載客率。而華航預計今年第四季增開倫敦新航點，同時與法航共掛班機，未來不排除直飛法國，目前也正洽談中。<BR> 至於先前華航與空中巴士除合作設維修棚廠，空中巴士也主動提及希望將東北亞及東南亞區的材料中心設在桃園，目前雙方正在洽談合作的細節，而這對於政府積極發展航太產業的政策更邁進一大步，預計今年年底有機會正式簽約設廠。而華航也積極爭取在桃機附近蓋廠用地。,https://tw.stock.yahoo.com/news_content/url/d/a/20170216/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA%E7%87%9F%E9%81%8B%E7%9C%8B%E4%BD%B3-%E8%BD%89%E6%8A%95%E8%B3%87%E8%99%8E%E8%88%AA1%E6%9C%88%E7%8D%B2%E5%88%A93000%E8%90%AC%E5%85%83-%E6%BF%80%E5%8B%B5%E7%9B%A4%E4%B8%AD%E8%82%A1%E5%83%B9%E8%B5%B0%E6%8F%9A-013200901.html
37732,1487743967072_N01,news,yahoo股市,重大要聞,2017/2/22 13:26:00,焦點股：新機效應及搶攻維修商機，華航(2610)盤中股價重返10元票面價,財訊快報,中華航空(2610)今年在新機A350陸續加入營運，加上航空大聯盟及小聯盟合作效益，以及轉投資台灣虎航今年1月開始出現獲利3000萬元，華信航空將成立第二機隊，而華航積極搶進航太維修市場商機，董事長何煖軒日前表示，今年是華航轉骨年。華航今(22)日盤中股價重返10元票面價。<BR> 何煖軒日前表示，華航在天合聯盟國際「大聯盟」體系下，今年積極推動更細膩小聯盟合作，包含與荷航、達美航空及日航合作，預計今年第四季增開倫敦新航點，同時與法航共掛班機，未來不排除直飛法國，目前正洽談中。<BR> 而華航轉投資的台灣虎航，今年1月轉虧為盈，獲利3000萬元，體質轉佳；而華航也積極搶攻維修市場商機，先前與空中巴士合作設維修棚廠，何煖軒日前也強調，空中巴士也主動提及希望將東北亞及東南亞區的材料中心設在桃園，目前雙方正在洽談合作的細節，預計今年年底有機會正式簽約設廠。,https://tw.stock.yahoo.com/news_content/url/d/a/20170222/%E7%84%A6%E9%BB%9E%E8%82%A1-%E6%96%B0%E6%A9%9F%E6%95%88%E6%87%89%E5%8F%8A%E6%90%B6%E6%94%BB%E7%B6%AD%E4%BF%AE%E5%95%86%E6%A9%9F-%E8%8F%AF%E8%88%AA-2610-%E7%9B%A4%E4%B8%AD%E8%82%A1%E5%83%B9%E9%87%8D%E8%BF%9410%E5%85%83%E7%A5%A8%E9%9D%A2%E5%83%B9-052649197.html
38482,1488516192615_N01,news,yahoo股市,重大要聞,2017/3/3 12:21:00,《航運股》華航偕NORDAM設合資公司，擁三大助力,時報資訊,華航 (2610) 董事長何煖軒今(3)日與美國NORDAM航太集團簽署合作備忘錄(MOU)，共同宣布將在台灣成立合資公司，未來雙方不僅可提升華航修護工廠在複合材料的維修能力、滿足華航自有機隊發動機反推力器維修需求，還可促進國家航太產業發展。<BR> 華航董事長何煖軒今天與美國NORDAM航太集團副董事長暨營運長T. Hastings Siegfried於桃園簽署合作備忘錄(MOU)，宣布將於台灣成立合資公司(JV)，成為NORDAM在亞洲唯一維修廠，以NORDAM的品牌繼續在亞洲地區提供發動機反推力裝置及複合材料維修服務。<BR> 過去10年，NORDAM提供華航機隊發動機的反推力裝置維修服務，並協助華航修護工廠建立複合材料維修能量，雙方奠定良好的合作基礎。<BR> 華航指出，去年NORDAM於亞太地區尋找合適地點開闢新廠，隨即與華航修護工廠接洽新的合作模式，以維持及強化其在亞洲地區市場的維修服務，而華航修護工廠與NORDAM為長期合作維修夥伴關係，雙方經過長時間以來多次磋商，因此達成共識將成立合資公司。<BR> 華航指出，未來雙方合作將可提供「三大助力」，包括滿足華航自有機隊發動機反推力器維修需求；提升華航修護工廠在複合材料的維修能力，例如發動機鼻頭罩、尾端消音器、機身雷達罩及機身結構等項目；促進國家航太產業發展。,https://tw.stock.yahoo.com/news_content/url/d/a/20170303/%E8%88%AA%E9%81%8B%E8%82%A1-%E8%8F%AF%E8%88%AA%E5%81%95nordam%E8%A8%AD%E5%90%88%E8%B3%87%E5%85%AC%E5%8F%B8-%E6%93%81%E4%B8%89%E5%A4%A7%E5%8A%A9%E5%8A%9B-042135210.html
38547,1488592642718_N01,news,yahoo股市,重大要聞,2017/3/4 09:05:00,《各報要聞》華航攜手NORDAM，在台設維修廠,時報資訊,"中華航空 (2610) 在發展航太工業又有重大突破，華航董事長何煖軒昨（3）日與飛機重要材料大廠、美國NORDAM航太集團副董事長暨營運長T. Hastings Siegfried於桃園簽署合作備忘錄，宣布將於台灣成立合資公司，成為NORDAM在亞洲唯一的維修廠。<BR> 華航資深機務副總黃純俊指出，華航修護工廠與NORDAM原本就是長期合作維修夥伴關係，雙方經過長時間以來多次磋商，達成共識，決定成立合資公司，這項合作案將以NORDAM的品牌繼續在亞洲地區提供發動機反推力裝置（Thrust Reverser）及複合材料維修服務。<BR> 雙方合作可提供「三大助力」：一、滿足華航自有機隊發動機反推力器維修需求；二、提升華航修護工廠在複合材料的維修能力，例如發動機鼻頭罩、尾端消音器、機身雷達罩及機身結構等項目；三、促進國家航太產業發展。<BR> 過去10年，NORDAM提供華航機隊發動機的反推力裝置的維修服務，並協助華航修護工廠建立複合材料維修能量，雙方奠定良好合作基礎。2016年NORDAM於亞太地區尋找合適地點開闢新廠，隨即與華航修護工廠接洽新的合作模式，維持及強化其在亞洲地區市場的維修服務。<BR> NORDAM是以美國奧克拉荷馬州首府Tulsa郡為基地，在美國、英國、墨西哥等三個國家擁有九座維修廠；其中，英國廠是與GE共同合資成立，NORDAM也是全球以家族企業經營的最大航太公司之一。<BR> 過去10年，NORDAM已為華航CF6-80C2（波音747-400）與CF6-80E1（A330-300）發動機的反推力裝置及複合材料工廠建立維修能力，已奠定良好的合作基礎。<BR> 未來成立合資公司，藉由以NORDAM的品牌行銷，繼續在亞洲地區提供複合材料維修，服務項目將不只限於反推力器、發動機鼻頭罩、尾端消音器、機身雷達罩、飛操面及機身結構的服務，除可以讓華航自有機隊反推力裝置及複合材料裝置有較低廉便利的維修外，亦可升級華航在複合材料的維修能力。<BR> 華航透過與國際大廠NORDAM合作，除了引進其資金投資台灣，也將增進台灣航空維修產業實力。<BR> 黃純俊說明，與NORDAM合作設立的公司，利用華航修護工廠即可建立生產線，未來是設在現有維修棚廠，還是興建中，預計明年3月啟用的台灣飛機維修公司，還需要做細部協商。<BR> 華航現有維修部門兩座維修廠共具8架客機維修能力，有2,600名維修人員與400名清潔人員；台飛則是華航投資的獨立公司，預計今年招進100至150人培訓，將是東北亞的最大與唯一可修護A350客機的棚廠，可同時修護兩架大型與三架小型客機。（新聞來源：工商時報─記者張佩芬╱台北報導）",https://tw.stock.yahoo.com/news_content/url/d/a/20170304/%E5%90%84%E5%A0%B1%E8%A6%81%E8%81%9E-%E8%8F%AF%E8%88%AA%E6%94%9C%E6%89%8Bnordam-%E5%9C%A8%E5%8F%B0%E8%A8%AD%E7%B6%AD%E4%BF%AE%E5%BB%A0-010500163.html
39358,1489363928423_N01,news,yahoo股市,重大要聞,2017/3/13 07:41:00,《航運股》華航3月客貨運雙旺,時報資訊,華航 （2610） 今年前兩個月營收合計是236.27億元，年增0.82％。本月26日夏季班表開始，兩岸、東南亞、北海道、美加航點將陸續增班，預估3月客貨可望雙成長，增幅上看5％。<BR> 華航2月營收110.11億元，年減7.28％，其中客運收入78.47億元，較105年同期減少11.50億元，減幅12.78％，公司說明是因為今年農曆春節年假與去年度落點及天數不同；貨運收入24.14億元，較105年同期增加3.02億元，增幅14.30％，主因公司持續優化航網且全線整體貨量均較去年同期增加。<BR> 華航合計今年前兩個月營收是236.27億元，年增0.82％，增幅偏低與陸客限縮有關。公司高階指出，3月營收客貨雙成長，日本線自威航與復興航空相繼退出後，運價估回升約一成五，加上進入賞櫻旺季，銷售很旺。<BR> 另自去年8月政府開放泰國旅客來台30天免簽證之後，去年泰國旅客來台人數自前年的12.44萬增為19.56萬人次，增幅57.26％，今年估可破30萬人次，華航曼谷線已改派最大型波音747客機或中大型A330客機在飛，5月6日起台北-曼谷航班將自每周21班增為23班，每周三、六各增1班，另每周有5班自高雄飛出，公司還與曼谷航空聯營飛航泰國主要城市及觀光景點。<BR> 華航5月台北-檳城航線每周也將增飛1班。另去年9月開始減班的北海道航線，6月28日到8月9日期間，自每日1班增為兩班，屬於季節性增班。<BR> 集團新分到的復興航空所遺留的兩岸航班，從3月26日開始華信松山-福州自每周2班增為3班，華航桃園-無錫則恢復為每周4班，但桃園、台中飛浦東與松山飛虹橋航班，大陸方面因上海航班準點率太低，月底前暫停申請航班，需要再等候。<BR> 在美加航點，華航自5月14日起，將以全新的空中巴士A350客機飛舊金山，8月1日起飛溫哥華，且兩航線都已安排增班，舊金山航線5月14日起將自每周7班增為9班，8月2日起二度增班，增為每周11班。溫哥華航線自6月13日起自每周5班增為每日1班 ，8月1日起則全面改以A350機型飛行。<BR> 華航目前安排在舊金山航線的波音777客機，也是性能非常優異，且機齡在3年以內的客機，由於客機滿3年時要安排C級大檢修，每架進廠檢修需要2到3周時間，目前正陸續交機的A350正好遞補上空缺，未來777將空出一架做預備機，以提高航班調配功能。<BR> 華航預計今年12月1日復飛倫敦航線，初期提供每周3班，選定以蓋維克為起降機場。（新聞來源：工商時報─張佩芬╱台北報導）,https://tw.stock.yahoo.com/news_content/url/d/a/20170312/%E8%88%AA%E9%81%8B%E8%82%A1-%E8%8F%AF%E8%88%AA3%E6%9C%88%E5%AE%A2%E8%B2%A8%E9%81%8B%E9%9B%99%E6%97%BA-234111986.html
39366,1489364849867_N01,news,yahoo股市,重大要聞,2017/3/13 08:00:00,工商證券頭條：華航 3月客貨運雙旺,財訊快報,華航(2610)今年前兩個月營收合計是236.27億元，年增0.82%。本月26日夏季班表開始，兩岸、東南亞、北海道、美加航點將陸續增班，預估3月客貨可望雙成長，增幅上看5%。<BR> 華航2月營收110.11億元，年減7.28%，其中客運收入78.47億元，較105年同期減少11.50億元，減幅12.78%，公司說明是因為今年農曆春節年假與去年度落點及天數不同；貨運收入24.14億元，較105年同期增加3.02億元，增幅14.30%，主因公司持續優化航網且全線整體貨量均較去年同期增加。,https://tw.stock.yahoo.com/news_content/url/d/a/20170313/%E5%B7%A5%E5%95%86%E8%AD%89%E5%88%B8%E9%A0%AD%E6%A2%9D-%E8%8F%AF%E8%88%AA-3%E6%9C%88%E5%AE%A2%E8%B2%A8%E9%81%8B%E9%9B%99%E6%97%BA-000034852.html
41577,1491444809193_N01,news,yahoo股市,重大要聞,2017/4/6 09:39:00,焦點股：華航(2610)去年Q4虧損，加上外資降評，盤中股價疲軟,財訊快報,華航(2610)去年第四季虧損，拖累去年全年獲利數字，去年稅後盈餘5.71億元，年下滑90.08%，每股盈餘(EPS)0.1元，主要是第四季因預列舊機出售損失9億元，加上台灣虎航虧損等，單季虧損達12.36億；加上歐系外資調降華航評等，由原先的「中立」調降至「劣於大盤表現」，目標價由10元下修至8.5元，華航昨(5)日盤中股價跌破10元票面價後，今(6)日盤中股價持續疲軟。<BR> 華航北美舊金山航線5月14日將改以A350新機飛行；至於倫敦新航點因新機交機時間延後，預估今年12月才將飛航，而華航今年年中前將有5架A340舊機出售，由於飛機折舊年限達20年，目前都還未折舊完畢，預估出售將會有損失，不過去年已分次預列售機損失，將壓低對今年財報衝擊影響。,https://tw.stock.yahoo.com/news_content/url/d/a/20170406/%E7%84%A6%E9%BB%9E%E8%82%A1-%E8%8F%AF%E8%88%AA-2610-%E5%8E%BB%E5%B9%B4q4%E8%99%A7%E6%90%8D-%E5%8A%A0%E4%B8%8A%E5%A4%96%E8%B3%87%E9%99%8D%E8%A9%95-013940581.html
51810,1498272792721_N01,news,yahoo股市,重大要聞,2017/6/24 10:35:00,《社會》華航年增20億支出，王國材：空服員工會不要得寸進尺,時報資訊,去年6月，華航空服員無預警罷工震撼社會，後續效應擴及整個交通業，航空、鐵路、客運、捷運、物流等工會不滿1年過去，過勞問題仍沒改善，選在華航罷工周年前夕到交通部大門前「砸血球」，希望官員看見勞工的血汗；交通部政務次長王國材則批評空服員工會「要太多」，不要得寸進尺。<BR> 包括桃園市空服員職業工會、台灣鐵路產業工會、台汽客運產業工會等百餘名成員，昨日下午在交通部前演出行動劇，抗議交通部漠視運輸業勞工過勞，並把紅色墨水灌入氣球，交通部慘遭「血洗」，抗議人士高喊「罷工一周年，過勞沒有變」。<BR> 桃園市空服員職業工會指控，華航去年承諾的7項訴求一一跳票，以華航紐約航班為例，原本48小時的休息時間，降低為27小時，讓空服員值勤時間比休息時間長；另傳出華航有意更改一個艙門至少要配置一名空服員的規定，變成50座位只要一個空服員，以波音747-400為例，現行需要12個空服員，未來只要8個人，不僅增加空服員工作負擔，也造成飛安疑慮。<BR> 但華航重申，自去年罷工已來，空服員勞動條件已經大幅改善，7項協議亦全數逐步落實，空服員待遇已大幅改善，有人提出紐約航班組員休息不足，事實上組員休息時數仍高於法規。另關於747-400組員派遣，華航強調，派遣人數訂定於營運規範內，並經民航局核備，符合規定。<BR> 王國材昨批評，去年華航罷工提出條件「答應太多了」，造成華航每年增20億元支出，經營成本暴增，做員工的人應該適可而止，不要得寸進尺，若公司經營不下去，受傷的是員工自己。<BR> 台鐵產業工會則強調，在人力補足、改進排班問題，遲遲沒有進展。台鐵局人事室回應，內部已依各單位需求，計算須補足名額；班表亦已有初步共識。（新聞來源：中國時報─記者陳祐誠╱台北報導）,https://tw.stock.yahoo.com/news_content/url/d/a/20170624/社會-華航年增20億支出-王國材-空服員工會不要得寸進尺-023557202.html
58054,1502080675629_N01,news,yahoo股市,重大要聞,2017/8/7 12:20:00,焦點股：華航(2610)營運好轉，盼明年各航線都賺錢，盤中股價創波段新高,財訊快報,儘管華航(2610)第二季財報尚未出爐，不過華航第二季合併營收381.31億元，創2015年第一季以來單季新高，加上轉投資的華信、台灣虎航、華膳、華儲等營運好轉出現獲利，法人預估華航第二季獲利可望交出不錯成績，加上華航董事長何煖軒表示，希望華航明年各航線都能獲利，以及第三季航空旺季，激勵盤中股價一度達9.54元，創波段新高。<BR> 華航旗下台灣虎航從1月起開始虧轉盈，華信航空從4月起賺錢，華膳、華儲也都已賺錢，挹注華航獲利。<BR> 加上過去幾年持續處於低迷態勢的貨運，何煖軒也表示，今年貨運不錯，未來幾季都不錯，而目前華航旗下共有18架貨機，目前暫無引進新貨機計畫。<BR> 此外，中華航空於5日舉辦大型航空人員招募，為促進人才養成、多元流動，今年創新招考「航空服務人員」，包含客艙組員、機場運務等，將於錄取後分發，依營運需要及人才培育進行職期輪調，正備取約100名，吸引近8000人報名，錄取率約1.2%。,https://tw.stock.yahoo.com/news_content/url/d/a/20170807/焦點股-華航-2610-營運好轉-盼明年各航線都賺錢-042049771.html
59795,1503023934636_N01,news,yahoo股市,重大要聞,2017/8/18 10:12:00,焦點股：華航(2610)Q2財報告捷，Q3營運可望報佳音，股價創今年以來新高,財訊快報,華航(2610)昨日舉辦法說，為上市24年以來首次舉行，備受市場矚目。第二季財報告捷，並看好第三季客運與貨運將價量齊揚，營運將會非常好。近年來持續舊機換新機，目前A340-300機隊已全數汰除，下半年有3架A350客機交機，預期2018年新機將全數到位，增添營運動能，明年後新機效應將逐步湧現。<BR> 股價已連續4日創波段新高，創今年以來新高點，量能也有逐步放大的趨勢，由於近日已漲多，不宜過度追高，後續應注意是否有漲多拉回修正情形。,https://tw.stock.yahoo.com/news_content/url/d/a/20170818/焦點股-華航-2610-q2財報告捷-q3營運可望報佳音-021216083.html
